timestamps,TP9,AF7,AF8,TP10,Right AUX
1722219907.512,-67.383,-411.621,-20.020,-47.363,0.000
1722219907.516,-46.875,-134.766,-19.531,-66.895,0.000
1722219907.520,-50.781,-519.043,-58.105,-78.125,0.000
1722219907.524,-71.777,-904.785,-120.605,-58.594,0.000
1722219907.528,-72.266,-769.043,-80.078,-50.781,0.000
1722219907.532,-50.781,-47.363,46.875,-65.918,0.000
1722219907.536,-48.340,-1.465,-2.441,-78.125,0.000
1722219907.540,-60.547,-526.367,-55.176,-78.613,0.000
1722219907.543,-77.637,-292.480,-2.930,-72.754,0.000
1722219907.548,-60.059,279.785,39.551,-65.430,0.000
1722219907.551,-41.016,95.703,-16.113,-66.406,0.000
1722219907.555,-55.664,-204.102,-42.480,-75.195,0.000
1722219907.559,-78.125,81.055,2.930,-75.684,0.000
1722219907.563,-71.289,300.781,18.555,-59.570,0.000
1722219907.567,-51.270,-185.547,-50.781,-57.129,0.000
1722219907.571,-57.617,-755.371,-94.727,-71.289,0.000
1722219907.575,-79.102,-190.430,7.324,-68.359,0.000
1722219907.579,-74.219,379.883,37.598,-54.688,0.000
1722219907.582,-55.664,92.773,-16.602,-63.477,0.000
1722219907.586,-66.406,-65.918,-31.250,-78.125,0.000
1722219907.590,-73.730,236.328,-4.883,-72.754,0.000
1722219907.595,-48.340,239.258,-18.555,-46.387,0.000
1722219907.598,-38.574,-54.199,-30.273,-47.852,0.000
1722219907.602,-67.383,39.062,2.441,-91.797,0.000
1722219907.606,-88.379,234.863,2.930,-98.633,0.000
1722219907.610,-90.820,147.461,-17.090,-77.148,0.000
1722219907.614,-51.758,-160.156,-30.273,-51.270,0.000
1722219907.618,-45.410,-371.582,-43.457,-53.711,0.000
1722219907.622,-70.312,-303.223,-32.227,-74.707,0.000
1722219907.626,-71.289,-50.293,2.441,-62.988,0.000
1722219907.629,-41.504,-347.168,-33.691,-31.738,0.000
1722219907.633,-28.320,-221.191,0.977,-36.621,0.000
1722219907.637,-42.969,335.938,27.832,-53.711,0.000
1722219907.641,-52.734,38.574,-28.809,-40.527,0.000
1722219907.645,-50.293,-114.746,-22.461,-29.785,0.000
1722219907.649,-24.902,227.051,7.812,-29.785,0.000
1722219907.653,-25.391,67.871,-19.043,-40.527,0.000
1722219907.657,-34.180,-437.500,-66.406,-34.668,0.000
1722219907.661,-26.855,-612.793,-61.523,-15.625,0.000
1722219907.665,-3.418,-435.547,-21.973,-13.184,0.000
1722219907.669,-3.418,2.441,12.207,-34.668,0.000
1722219907.673,-22.949,-349.609,-73.242,-42.480,0.000
1722219907.676,-22.461,-823.730,-104.980,-16.113,0.000
1722219907.680,-11.719,-146.973,31.738,-15.625,0.000
1722219907.684,-8.789,105.957,28.809,-32.715,0.000
1722219907.688,-15.625,-442.871,-43.945,-35.645,0.000
1722219907.692,-35.156,-529.297,-25.879,-27.344,0.000
1722219907.696,-32.715,-123.047,14.160,-31.738,0.000
1722219907.700,-22.949,-112.305,-7.324,-56.152,0.000
1722219907.704,-33.691,-552.734,-60.059,-65.430,0.000
1722219907.708,-50.781,-915.527,-75.195,-62.012,0.000
1722219907.712,-51.270,-826.660,-45.410,-58.105,0.000
1722219907.716,-31.738,-755.371,-24.902,-59.082,0.000
1722219907.719,-23.926,-922.852,-99.609,-62.012,0.000
1722219907.723,-31.738,-809.082,-65.918,-62.012,0.000
1722219907.727,-44.434,-302.734,41.992,-55.176,0.000
1722219907.731,-35.645,-310.547,-2.930,-38.574,0.000
1722219907.735,-29.297,-586.426,-33.691,-39.062,0.000
1722219907.739,-37.598,-477.539,-9.277,-47.852,0.000
1722219907.743,-49.316,-341.797,-4.395,-41.992,0.000
1722219907.747,-36.621,-541.992,-35.156,-45.898,0.000
1722219907.751,-18.066,-723.633,-59.570,-55.664,0.000
1722219907.755,-29.785,-849.121,-72.754,-63.965,0.000
1722219907.759,-47.363,-806.641,-34.668,-62.012,0.000
1722219907.762,-42.969,-716.797,-53.711,-45.410,0.000
1722219907.766,-29.785,-989.746,-116.699,-42.969,0.000
1722219907.770,-43.945,-745.117,-23.438,-62.012,0.000
1722219907.774,-66.895,-534.180,-9.766,-65.430,0.000
1722219907.778,-71.289,-763.184,-51.758,-52.734,0.000
1722219907.782,-53.223,-732.910,-31.738,-58.105,0.000
1722219907.786,-52.246,-514.160,-10.742,-77.148,0.000
1722219907.790,-62.988,-604.980,-32.227,-82.520,0.000
1722219907.794,-65.918,-804.199,-49.805,-70.801,0.000
1722219907.798,-57.129,-735.352,-25.879,-64.941,0.000
1722219907.802,-51.758,-826.660,-45.898,-72.266,0.000
1722219907.805,-68.848,-972.656,-56.152,-80.566,0.000
1722219907.809,-79.102,-1000.000,-109.863,-66.406,0.000
1722219907.813,-70.801,-816.895,-59.082,-60.547,0.000
1722219907.817,-61.523,-405.762,37.598,-74.707,0.000
1722219907.821,-56.641,-619.141,-32.715,-78.613,0.000
1722219907.825,-69.824,-857.910,-53.711,-71.777,0.000
1722219907.829,-64.941,-591.309,0.488,-66.406,0.000
1722219907.833,-47.363,-347.168,12.207,-75.195,0.000
1722219907.837,-58.594,-630.371,-47.363,-81.543,0.000
1722219907.841,-72.266,-847.656,-51.270,-80.078,0.000
1722219907.844,-59.570,-536.621,-3.906,-75.684,0.000
1722219907.848,-36.621,-715.332,-25.879,-77.148,0.000
1722219907.852,-32.227,-992.676,-76.660,-81.055,0.000
1722219907.856,-43.457,-973.633,-92.285,-71.777,0.000
1722219907.860,-62.500,-736.816,8.301,-64.941,0.000
1722219907.864,-52.734,-453.125,39.551,-64.941,0.000
1722219907.868,-40.039,-733.398,-35.645,-64.941,0.000
1722219907.872,-48.828,-926.758,-39.551,-76.660,0.000
1722219907.876,-73.242,-621.582,5.371,-81.055,0.000
1722219907.880,-69.336,-742.676,-20.508,-66.895,0.000
1722219907.884,-46.387,-918.457,-25.879,-72.266,0.000
1722219907.887,-61.035,-611.328,3.418,-91.309,0.000
1722219907.891,-76.172,-431.152,-7.812,-82.031,0.000
1722219907.895,-67.383,-596.680,-11.719,-65.918,0.000
1722219907.899,-41.016,-885.742,-64.941,-70.312,0.000
1722219907.903,-37.109,-815.918,-46.875,-82.031,0.000
1722219907.907,-54.199,-147.949,61.035,-85.938,0.000
1722219907.911,-62.500,46.875,30.273,-69.824,0.000
1722219907.915,-39.062,-44.434,1.953,-59.082,0.000
1722219907.919,-30.273,190.430,23.926,-65.918,0.000
1722219907.923,-58.594,423.340,31.250,-75.684,0.000
1722219907.927,-73.242,280.273,-6.836,-69.824,0.000
1722219907.930,-60.059,54.199,-12.207,-59.570,0.000
1722219907.934,-53.223,354.980,23.926,-62.988,0.000
1722219907.938,-65.918,331.543,-7.324,-77.148,0.000
1722219907.942,-83.008,-84.473,-61.035,-74.219,0.000
1722219907.946,-74.219,-521.484,-65.918,-58.105,0.000
1722219907.950,-55.176,129.883,33.203,-68.359,0.000
1722219907.954,-62.500,738.281,37.598,-75.684,0.000
1722219907.958,-75.684,325.684,-27.832,-62.500,0.000
1722219907.961,-71.289,318.848,-9.277,-59.082,0.000
1722219907.965,-58.594,760.742,24.902,-66.895,0.000
1722219907.969,-50.781,715.332,-0.488,-73.730,0.000
1722219907.973,-48.828,336.426,-30.273,-73.242,0.000
1722219907.977,-59.570,337.891,-15.625,-73.242,0.000
1722219907.981,-49.805,721.680,20.020,-73.730,0.000
1722219907.985,-42.480,670.410,-11.230,-70.312,0.000
1722219907.989,-58.105,66.895,-74.219,-74.219,0.000
1722219907.993,-74.219,-86.426,-59.570,-66.406,0.000
1722219907.997,-66.406,253.906,-13.672,-58.594,0.000
1722219908.001,-47.363,320.801,-15.137,-67.383,0.000
1722219908.004,-46.387,-162.109,-49.316,-62.012,0.000
1722219908.008,-63.477,-15.625,-12.695,-59.082,0.000
1722219908.012,-58.594,752.930,32.227,-64.941,0.000
1722219908.016,-34.180,617.676,-9.766,-60.547,0.000
1722219908.020,-40.039,285.645,-47.363,-65.918,0.000
1722219908.024,-62.012,402.344,-26.367,-74.707,0.000
1722219908.028,-67.383,619.629,-8.789,-74.707,0.000
1722219908.032,-52.734,365.234,-57.129,-72.754,0.000
1722219908.036,-55.176,-229.980,-103.516,-83.008,0.000
1722219908.040,-76.660,-54.199,-45.410,-87.402,0.000
1722219908.044,-87.891,490.234,5.371,-81.055,0.000
1722219908.047,-61.035,78.613,-61.523,-65.918,0.000
1722219908.051,-47.852,-470.215,-103.516,-65.430,0.000
1722219908.055,-63.477,151.367,-6.348,-83.496,0.000
1722219908.059,-71.777,378.418,2.441,-77.637,0.000
1722219908.063,-58.105,-7.324,-29.785,-57.617,0.000
1722219908.067,-37.598,1.465,-17.578,-60.059,0.000
1722219908.071,-40.527,292.480,-2.441,-79.102,0.000
1722219908.075,-51.270,215.820,-18.066,-82.031,0.000
1722219908.079,-49.316,-89.355,-35.156,-68.359,0.000
1722219908.083,-40.527,-286.621,-35.645,-64.941,0.000
1722219908.087,-39.062,-233.398,-26.855,-76.172,0.000
1722219908.090,-51.270,-167.969,-19.043,-68.359,0.000
1722219908.094,-55.664,-657.227,-74.707,-55.664,0.000
1722219908.098,-50.293,-450.684,-19.531,-76.660,0.000
1722219908.102,-54.688,399.902,59.570,-95.215,0.000
1722219908.106,-68.848,30.762,-17.578,-88.379,0.000
1722219908.110,-77.148,-202.148,-20.996,-74.219,0.000
1722219908.114,-58.594,241.211,30.273,-69.336,0.000
1722219908.118,-49.805,424.316,20.508,-74.707,0.000
1722219908.122,-60.547,51.758,-33.691,-76.660,0.000
1722219908.126,-76.660,-189.941,-44.434,-79.102,0.000
1722219908.130,-78.125,-108.887,-14.160,-68.848,0.000
1722219908.134,-63.965,-116.699,-5.859,-75.684,0.000
1722219908.137,-67.871,-392.090,-57.129,-88.867,0.000
1722219908.141,-85.449,-728.516,-76.660,-78.125,0.000
1722219908.145,-86.914,-66.406,43.945,-77.637,0.000
1722219908.149,-53.711,356.934,50.293,-67.871,0.000
1722219908.153,-27.832,-104.980,-29.297,-54.199,0.000
1722219908.157,-57.129,-250.488,-25.391,-74.219,0.000
1722219908.161,-91.309,-78.613,-14.160,-100.098,0.000
1722219908.165,-81.543,-316.406,-43.457,-97.656,0.000
1722219908.169,-78.613,-436.523,-39.551,-110.352,0.000
1722219908.173,-109.375,-305.664,-36.621,-138.672,0.000
1722219908.177,-135.742,-474.609,-52.246,-135.742,0.000
1722219908.180,-131.836,-619.141,-29.297,-142.090,0.000
1722219908.184,-134.766,-791.016,-81.543,-172.363,0.000
1722219908.188,-150.879,-731.934,-62.500,-191.406,0.000
1722219908.192,-174.316,-289.062,26.367,-203.613,0.000
1722219908.196,-172.363,-402.344,-11.719,-200.195,0.000
1722219908.200,-155.273,-650.879,-37.109,-193.359,0.000
1722219908.204,-169.922,-522.949,-8.789,-210.449,0.000
1722219908.208,-188.477,-384.766,-8.789,-208.984,0.000
1722219908.212,-184.570,-592.773,-44.434,-187.988,0.000
1722219908.216,-152.344,-733.398,-50.781,-174.316,0.000
1722219908.219,-141.602,-751.465,-47.852,-185.547,0.000
1722219908.223,-152.344,-955.078,-59.082,-183.594,0.000
1722219908.227,-155.273,-1000.000,-84.961,-163.574,0.000
1722219908.231,-132.812,-945.312,-92.285,-158.203,0.000
1722219908.235,-118.164,-643.555,0.977,-158.691,0.000
1722219908.239,-119.629,-466.797,3.418,-151.855,0.000
1722219908.243,-125.000,-736.328,-62.500,-128.418,0.000
1722219908.247,-101.562,-733.398,-41.992,-115.723,0.000
1722219908.251,-73.730,-480.469,-13.672,-122.070,0.000
1722219908.255,-71.289,-614.258,-51.758,-118.652,0.000
1722219908.259,-71.777,-862.793,-77.148,-98.145,0.000
1722219908.262,-56.152,-738.770,-39.551,-80.078,0.000
1722219908.266,-33.691,-592.773,-29.785,-76.172,0.000
1722219908.270,-34.180,-899.902,-83.008,-80.566,0.000
1722219908.274,-40.527,-1000.000,-155.273,-69.336,0.000
1722219908.278,-35.645,-996.582,-110.840,-54.688,0.000
1722219908.282,-15.137,-758.301,8.301,-60.059,0.000
1722219908.286,-8.301,-527.832,-12.207,-71.289,0.000
1722219908.290,-22.949,-789.551,-63.477,-66.895,0.000
1722219908.294,-32.715,-759.766,-35.645,-48.828,0.000
1722219908.298,-19.531,-366.211,7.812,-43.457,0.000
1722219908.301,-11.719,-479.004,-32.227,-53.223,0.000
1722219908.305,-19.531,-737.305,-63.965,-53.223,0.000
1722219908.309,-30.762,-489.258,-21.484,-44.434,0.000
1722219908.313,-19.531,-333.008,-4.883,-42.480,0.000
1722219908.317,-4.883,-706.543,-70.312,-46.875,0.000
1722219908.321,-15.625,-982.422,-109.863,-53.711,0.000
1722219908.325,-41.016,-536.621,-12.695,-58.594,0.000
1722219908.329,-42.969,-177.734,21.973,-47.852,0.000
1722219908.333,-26.367,-539.551,-34.180,-44.434,0.000
1722219908.336,-24.414,-607.422,-37.109,-52.734,0.000
1722219908.340,-33.691,-209.473,-7.324,-49.805,0.000
1722219908.345,-30.273,-145.996,-20.020,-41.504,0.000
1722219908.348,-11.719,-459.961,-52.246,-39.551,0.000
1722219908.352,-14.160,-473.145,-36.133,-49.805,0.000
1722219908.356,-28.320,-229.492,-17.578,-57.617,0.000
1722219908.360,-26.855,-296.387,-32.227,-48.828,0.000
1722219908.364,-13.672,-625.977,-58.594,-32.715,0.000
1722219908.368,-12.207,-877.441,-65.918,-33.203,0.000
1722219908.372,-16.602,-726.074,-42.969,-52.734,0.000
1722219908.376,-30.273,-511.230,-28.320,-51.270,0.000
1722219908.380,-30.273,-691.895,-75.684,-38.574,0.000
1722219908.383,-20.020,-519.531,-41.016,-54.199,0.000
1722219908.387,-20.020,-306.152,-16.602,-63.477,0.000
1722219908.391,-34.180,-746.094,-78.125,-57.617,0.000
1722219908.395,-39.551,-653.320,-48.828,-44.434,0.000
1722219908.399,-24.902,-229.980,-4.395,-45.898,0.000
1722219908.403,-20.996,-135.254,-20.020,-56.152,0.000
1722219908.407,-38.086,-469.238,-72.754,-49.316,0.000
1722219908.411,-53.711,-910.645,-96.191,-47.363,0.000
1722219908.415,-40.039,-659.180,-39.062,-55.664,0.000
1722219908.419,-30.273,-172.852,1.953,-71.777,0.000
1722219908.423,-42.969,-535.156,-93.262,-70.312,0.000
1722219908.426,-54.688,-903.809,-124.023,-44.922,0.000
1722219908.430,-42.969,-376.465,15.625,-37.109,0.000
1722219908.434,-27.344,-168.457,5.371,-53.223,0.000
1722219908.438,-37.109,-580.078,-67.383,-63.477,0.000
1722219908.442,-49.805,-636.719,-51.270,-48.828,0.000
1722219908.446,-33.691,-567.871,-28.809,-36.621,0.000
1722219908.450,-16.602,-511.719,-28.320,-44.434,0.000
1722219908.454,-20.996,-574.219,-48.828,-62.988,0.000
1722219908.458,-40.039,-882.812,-66.406,-62.988,0.000
1722219908.462,-46.875,-788.086,-41.504,-52.246,0.000
1722219908.466,-30.273,-640.625,-23.438,-56.152,0.000
1722219908.469,-29.297,-863.281,-95.703,-65.918,0.000
1722219908.473,-46.875,-761.230,-70.312,-71.289,0.000
1722219908.477,-56.152,-217.285,28.320,-68.848,0.000
1722219908.481,-40.527,-294.922,-13.184,-63.477,0.000
1722219908.485,-29.785,-538.086,-42.480,-68.359,0.000
1722219908.489,-42.480,-388.184,-23.438,-74.219,0.000
1722219908.493,-55.664,-243.164,-13.184,-62.988,0.000
1722219908.497,-32.715,-442.383,-40.527,-48.828,0.000
1722219908.501,-10.254,-770.508,-75.684,-55.176,0.000
1722219908.505,-27.344,-804.199,-64.941,-63.965,0.000
1722219908.509,-42.480,-818.848,-56.641,-60.059,0.000
1722219908.512,-25.879,-892.578,-80.566,-54.688,0.000
1722219908.516,-11.230,-903.320,-93.750,-56.152,0.000
1722219908.520,-22.949,-440.918,-1.953,-65.430,0.000
1722219908.524,-39.062,-150.391,3.906,-57.617,0.000
1722219908.528,-46.875,-519.531,-47.852,-48.340,0.000
1722219908.532,-31.738,-492.676,-25.391,-53.711,0.000
1722219908.536,-34.180,-181.152,-15.137,-66.406,0.000
1722219908.540,-47.852,-280.762,-37.109,-74.219,0.000
1722219908.544,-55.664,-543.945,-51.270,-66.895,0.000
1722219908.548,-46.875,-476.074,-33.691,-58.594,0.000
1722219908.552,-23.926,-517.578,-44.922,-50.781,0.000
1722219908.555,-46.387,-755.371,-54.688,-74.707,0.000
1722219908.559,-76.172,-922.363,-109.375,-82.031,0.000
1722219908.563,-61.523,-759.277,-62.988,-62.500,0.000
1722219908.567,-50.293,-106.445,42.969,-67.871,0.000
1722219908.571,-52.246,-183.105,-23.926,-71.289,0.000
1722219908.575,-73.242,-465.820,-41.504,-74.219,0.000
1722219908.579,-65.430,-173.828,5.859,-63.965,0.000
1722219908.583,-40.039,97.656,7.812,-63.965,0.000
1722219908.587,-53.223,-184.570,-44.434,-75.195,0.000
1722219908.591,-68.359,-448.730,-57.617,-69.824,0.000
1722219908.595,-66.406,-203.613,-21.973,-62.012,0.000
1722219908.598,-45.410,-295.898,-28.320,-57.617,0.000
1722219908.602,-40.527,-674.316,-76.172,-62.012,0.000
1722219908.606,-53.711,-882.812,-95.703,-62.012,0.000
1722219908.610,-61.523,-309.082,14.648,-53.711,0.000
1722219908.614,-50.293,-67.871,14.160,-44.922,0.000
1722219908.618,-39.551,-503.418,-44.922,-50.293,0.000
1722219908.622,-47.852,-361.816,-19.043,-63.965,0.000
1722219908.626,-64.453,41.016,9.277,-59.570,0.000
1722219908.630,-61.523,127.930,10.254,-48.828,0.000
1722219908.634,-46.387,-144.043,-18.066,-52.246,0.000
1722219908.637,-42.969,-171.875,-19.043,-61.523,0.000
1722219908.641,-54.199,15.137,-16.113,-54.199,0.000
1722219908.645,-51.270,-213.867,-30.762,-33.203,0.000
1722219908.649,-29.785,-750.977,-101.562,-37.598,0.000
1722219908.653,-37.109,-783.203,-84.473,-60.547,0.000
1722219908.657,-55.176,-67.383,28.320,-74.219,0.000
1722219908.661,-53.711,32.715,6.836,-61.523,0.000
1722219908.665,-36.133,-164.062,-3.906,-55.176,0.000
1722219908.669,-37.598,60.547,16.602,-65.918,0.000
1722219908.673,-55.664,-86.914,-26.367,-69.824,0.000
1722219908.677,-61.035,-411.621,-38.086,-59.082,0.000
1722219908.680,-53.223,-251.465,-0.488,-52.246,0.000
1722219908.684,-38.574,44.434,7.812,-69.336,0.000
1722219908.688,-41.504,71.289,-21.484,-84.473,0.000
1722219908.692,-61.035,-430.176,-89.844,-76.172,0.000
1722219908.696,-50.293,-845.215,-94.238,-62.012,0.000
1722219908.700,-39.062,-230.469,16.113,-66.406,0.000
1722219908.704,-44.434,166.992,10.742,-71.289,0.000
1722219908.708,-48.828,-256.836,-49.805,-62.012,0.000
1722219908.712,-48.340,-432.129,-44.922,-57.129,0.000
1722219908.715,-33.203,-92.285,-15.137,-65.918,0.000
1722219908.719,-24.414,50.293,-27.832,-79.102,0.000
1722219908.723,-41.016,-347.656,-75.195,-74.219,0.000
1722219908.727,-70.312,-595.215,-73.730,-63.965,0.000
1722219908.731,-66.895,-305.664,-31.250,-69.336,0.000
1722219908.735,-57.129,-139.648,-33.691,-82.031,0.000
1722219908.739,-69.336,-600.098,-96.191,-88.379,0.000
1722219908.743,-86.914,-854.980,-90.332,-81.543,0.000
1722219908.747,-80.566,-558.594,-36.133,-73.242,0.000
1722219908.751,-66.895,-263.672,-22.949,-82.520,0.000
1722219908.754,-72.266,-607.910,-97.656,-83.496,0.000
1722219908.758,-94.727,-545.410,-54.688,-72.266,0.000
1722219908.762,-88.867,-42.969,9.277,-64.941,0.000
1722219908.766,-60.547,-181.152,-50.293,-68.359,0.000
1722219908.770,-74.219,-442.871,-74.219,-90.820,0.000
1722219908.774,-95.703,-293.945,-39.551,-89.355,0.000
1722219908.778,-89.844,-72.266,-24.414,-68.848,0.000
1722219908.782,-72.754,-341.797,-72.266,-62.012,0.000
1722219908.786,-75.195,-821.289,-113.281,-81.055,0.000
1722219908.790,-83.496,-787.598,-82.520,-92.773,0.000
1722219908.794,-72.754,-406.250,-24.414,-68.848,0.000
1722219908.797,-56.152,-450.195,-48.828,-47.363,0.000
1722219908.801,-54.688,-764.648,-104.980,-62.988,0.000
1722219908.805,-62.500,-275.879,-27.832,-70.312,0.000
1722219908.809,-65.918,-50.781,-19.043,-54.199,0.000
1722219908.813,-56.152,-372.559,-53.711,-52.246,0.000
1722219908.817,-41.992,-411.133,-47.363,-61.035,0.000
1722219908.821,-48.340,-138.672,-32.715,-69.824,0.000
1722219908.825,-62.988,-110.352,-40.039,-56.152,0.000
1722219908.829,-62.988,-388.672,-60.059,-46.387,0.000
1722219908.833,-50.293,-590.332,-58.594,-47.852,0.000
1722219908.837,-54.688,-574.219,-59.570,-50.781,0.000
1722219908.840,-76.172,-640.625,-60.547,-56.152,0.000
1722219908.844,-81.543,-903.809,-119.141,-41.504,0.000
1722219908.848,-72.266,-683.105,-79.102,-35.156,0.000
1722219908.852,-76.172,-74.707,14.648,-50.293,0.000
1722219908.856,-87.402,-298.828,-40.039,-52.734,0.000
1722219908.860,-97.168,-580.566,-53.223,-38.086,0.000
1722219908.864,-84.473,-262.207,-6.348,-25.391,0.000
1722219908.868,-64.941,-56.152,-6.348,-36.133,0.000
1722219908.872,-68.359,-405.762,-58.594,-51.758,0.000
1722219908.876,-93.750,-712.402,-72.266,-37.109,0.000
1722219908.880,-97.656,-635.742,-49.316,-27.344,0.000
1722219908.883,-79.102,-650.391,-44.922,-46.387,0.000
1722219908.887,-74.219,-808.594,-86.426,-50.781,0.000
1722219908.891,-86.426,-899.902,-111.328,-34.668,0.000
1722219908.895,-89.844,-400.391,-5.371,-30.273,0.000
1722219908.899,-72.754,-326.660,-12.207,-39.062,0.000
1722219908.903,-77.148,-691.406,-60.547,-51.270,0.000
1722219908.907,-89.844,-531.250,-26.367,-45.410,0.000
1722219908.911,-89.844,-152.832,-6.348,-34.668,0.000
1722219908.915,-73.242,-119.629,-21.484,-32.715,0.000
1722219908.919,-67.383,-442.383,-45.898,-43.945,0.000
1722219908.923,-75.684,-484.375,-41.504,-52.246,0.000
1722219908.926,-80.566,-529.785,-52.246,-45.898,0.000
1722219908.930,-72.266,-710.938,-49.805,-47.852,0.000
1722219908.934,-77.148,-892.090,-106.934,-51.758,0.000
1722219908.938,-97.168,-769.531,-83.984,-67.871,0.000
1722219908.942,-91.309,-229.980,18.555,-63.965,0.000
1722219908.946,-63.477,-245.605,-9.766,-41.016,0.000
1722219908.950,-74.707,-401.855,-21.973,-69.336,0.000
1722219908.954,-98.145,-515.137,-28.320,-95.703,0.000
1722219908.958,-93.750,-492.188,-23.926,-74.707,0.000
1722219908.962,-74.219,-395.996,-19.531,-53.223,0.000
1722219908.966,-57.129,-487.793,-22.461,-45.898,0.000
1722219908.969,-57.129,-324.707,-7.812,-46.387,0.000
1722219908.973,-66.895,-530.273,-32.715,-46.387,0.000
1722219908.977,-66.895,-858.398,-67.871,-49.316,0.000
1722219908.981,-57.129,-890.137,-67.383,-45.898,0.000
1722219908.985,-57.129,-383.789,19.043,-52.246,0.000
1722219908.989,-59.082,-99.609,16.602,-62.012,0.000
1722219908.993,-66.895,-473.145,-28.320,-43.945,0.000
1722219908.997,-56.152,-461.914,-1.953,-32.715,0.000
1722219909.001,-51.270,-98.633,13.672,-45.898,0.000
1722219909.005,-58.105,-149.902,-13.672,-52.734,0.000
1722219909.009,-68.359,-598.633,-64.453,-49.316,0.000
1722219909.012,-59.570,-756.836,-53.711,-45.410,0.000
1722219909.016,-41.992,-356.445,-14.160,-45.410,0.000
1722219909.020,-56.152,-514.160,-41.016,-51.758,0.000
1722219909.024,-75.195,-943.848,-114.746,-49.316,0.000
1722219909.028,-85.449,-763.672,-75.684,-52.246,0.000
1722219909.032,-71.289,-118.652,42.480,-65.430,0.000
1722219909.036,-53.223,-152.344,-15.137,-65.430,0.000
1722219909.040,-67.383,-518.555,-54.688,-63.477,0.000
1722219909.043,-84.473,-375.977,-15.625,-61.035,0.000
1722219909.048,-78.613,-78.125,12.207,-65.430,0.000
1722219909.051,-62.500,-253.906,-29.297,-77.148,0.000
1722219909.055,-66.406,-570.312,-58.105,-78.613,0.000
1722219909.059,-88.379,-316.895,-16.113,-74.219,0.000
1722219909.063,-72.754,-153.320,-2.930,-63.965,0.000
1722219909.067,-44.922,-564.941,-69.336,-58.105,0.000
1722219909.071,-46.875,-960.449,-119.629,-70.312,0.000
1722219909.075,-63.477,-639.160,-18.555,-72.266,0.000
1722219909.079,-59.570,-96.191,38.574,-68.359,0.000
1722219909.083,-39.062,-347.656,-18.555,-69.824,0.000
1722219909.086,-40.527,-517.578,-36.621,-78.613,0.000
1722219909.090,-50.293,-167.969,-10.254,-86.914,0.000
1722219909.095,-52.246,-103.516,-15.625,-72.754,0.000
1722219909.098,-50.293,-422.852,-42.969,-69.824,0.000
1722219909.102,-49.316,-487.305,-39.062,-84.961,0.000
1722219909.106,-62.500,-194.824,-22.461,-84.961,0.000
1722219909.110,-77.148,-255.371,-35.645,-67.383,0.000
1722219909.114,-62.988,-646.484,-84.961,-54.199,0.000
1722219909.118,-53.223,-820.801,-69.336,-62.988,0.000
1722219909.122,-62.012,-676.270,-30.273,-76.172,0.000
1722219909.126,-74.707,-653.809,-41.504,-66.406,0.000
1722219909.129,-72.266,-693.359,-24.414,-55.664,0.000
1722219909.133,-54.688,-472.656,0.977,-67.871,0.000
1722219909.137,-46.387,-257.812,-12.207,-70.312,0.000
1722219909.141,-68.359,-407.227,-30.762,-65.918,0.000
1722219909.145,-84.961,-551.758,-29.785,-73.242,0.000
1722219909.149,-62.012,-268.555,4.395,-79.102,0.000
1722219909.153,-61.523,-122.070,4.883,-89.844,0.000
1722219909.157,-69.824,-454.102,-43.457,-82.520,0.000
1722219909.161,-67.383,-814.941,-67.383,-69.824,0.000
1722219909.165,-59.570,-641.602,-20.020,-81.055,0.000
1722219909.169,-62.500,-224.609,14.160,-101.074,0.000
1722219909.173,-74.219,-485.352,-67.871,-100.586,0.000
1722219909.176,-85.449,-853.027,-103.516,-87.891,0.000
1722219909.180,-83.008,-460.938,-3.418,-91.797,0.000
1722219909.184,-66.895,-257.324,-7.324,-101.562,0.000
1722219909.188,-70.801,-438.965,-41.504,-103.516,0.000
1722219909.192,-83.008,-440.918,-27.832,-90.332,0.000
1722219909.196,-76.172,-85.449,7.812,-80.078,0.000
1722219909.200,-52.246,-55.176,-6.348,-79.102,0.000
1722219909.204,-43.945,-468.262,-58.594,-87.891,0.000
1722219909.208,-51.758,-820.312,-65.918,-78.125,0.000
1722219909.212,-60.059,-717.285,-36.621,-67.871,0.000
1722219909.216,-54.688,-588.379,-18.555,-69.336,0.000
1722219909.219,-47.852,-828.125,-92.285,-72.266,0.000
1722219909.223,-58.594,-767.090,-72.266,-74.707,0.000
1722219909.227,-61.035,-181.152,32.227,-57.617,0.000
1722219909.231,-48.828,-226.074,-14.648,-53.711,0.000
1722219909.235,-46.387,-575.684,-58.594,-66.406,0.000
1722219909.239,-51.270,-733.887,-54.199,-62.500,0.000
1722219909.243,-64.941,-522.949,-20.508,-47.363,0.000
1722219909.247,-58.105,-441.406,-24.414,-41.992,0.000
1722219909.251,-44.922,-703.125,-58.105,-57.129,0.000
1722219909.255,-53.223,-876.465,-62.988,-66.406,0.000
1722219909.259,-74.707,-716.309,-22.461,-68.359,0.000
1722219909.262,-76.172,-630.371,-29.785,-65.918,0.000
1722219909.266,-60.059,-891.113,-80.078,-68.359,0.000
1722219909.270,-66.406,-546.875,-6.836,-81.543,0.000
1722219909.274,-84.961,-257.324,-0.488,-78.613,0.000
1722219909.278,-93.750,-536.133,-37.109,-70.312,0.000
1722219909.282,-78.613,-556.641,-23.438,-81.543,0.000
1722219909.286,-69.824,-250.977,-15.137,-90.332,0.000
