timestamps,TP9,AF7,AF8,TP10,Right AUX
1722219717.614,-149.902,-80.566,3.418,-162.109,0.000
1722219717.618,-156.738,-78.125,-10.742,-158.691,0.000
1722219717.622,-147.949,-79.590,-12.207,-132.812,0.000
1722219717.625,-121.582,-75.684,-5.859,-116.211,0.000
1722219717.630,-101.074,-69.824,-6.348,-104.980,0.000
1722219717.633,-103.516,-70.312,-18.066,-111.816,0.000
1722219717.637,-97.656,-70.801,-26.855,-94.727,0.000
1722219717.641,-62.500,-68.848,-24.902,-56.641,0.000
1722219717.645,-43.457,-73.242,-29.297,-67.871,0.000
1722219717.649,-47.363,-72.754,-33.691,-73.242,0.000
1722219717.653,-60.547,-61.523,-40.527,-48.828,0.000
1722219717.657,-45.410,-59.570,-47.852,-30.273,0.000
1722219717.661,-24.902,-67.383,-47.852,-20.020,0.000
1722219717.665,-35.645,-66.406,-53.223,-41.992,0.000
1722219717.668,-33.691,-56.152,-53.223,-38.086,0.000
1722219717.672,-22.461,-53.711,-52.734,-7.812,0.000
1722219717.676,-6.348,-53.223,-62.500,1.465,0.000
1722219717.680,-16.113,-55.176,-63.965,-10.254,0.000
1722219717.684,-12.695,-53.223,-55.176,3.906,0.000
1722219717.688,7.812,-45.898,-48.828,23.438,0.000
1722219717.692,15.137,-45.410,-50.781,26.367,0.000
1722219717.696,12.207,-47.363,-56.641,12.695,0.000
1722219717.700,1.465,-50.781,-58.105,-16.113,0.000
1722219717.704,-3.418,-47.363,-61.035,-5.371,0.000
1722219717.708,6.348,-40.039,-65.918,15.137,0.000
1722219717.711,8.789,-39.062,-63.965,-11.719,0.000
1722219717.715,2.930,-36.133,-57.129,-22.461,0.000
1722219717.719,-2.930,-28.809,-57.617,-8.301,0.000
1722219717.723,-11.719,-34.668,-65.430,-9.766,0.000
1722219717.727,-5.859,-35.645,-64.941,-20.020,0.000
1722219717.731,-1.465,-24.902,-59.082,-23.438,0.000
1722219717.735,-8.301,-25.391,-59.570,-13.672,0.000
1722219717.739,-11.230,-32.227,-65.430,-3.906,0.000
1722219717.743,10.742,-39.062,-64.453,2.930,0.000
1722219717.747,15.137,-32.715,-62.012,5.859,0.000
1722219717.751,-5.371,-32.227,-62.500,4.883,0.000
1722219717.754,-19.531,-34.668,-63.965,-5.371,0.000
1722219717.758,-12.695,-33.203,-65.430,-10.742,0.000
1722219717.762,-17.090,-35.156,-57.617,-18.555,0.000
1722219717.766,-28.809,-31.738,-55.176,-25.391,0.000
1722219717.770,-31.250,-26.855,-55.176,-12.695,0.000
1722219717.774,-15.625,-23.926,-47.852,-5.859,0.000
1722219717.778,-10.254,-30.762,-46.387,-28.809,0.000
1722219717.782,-28.320,-30.762,-48.340,-40.527,0.000
1722219717.786,-37.109,-31.250,-46.875,-29.297,0.000
1722219717.790,-26.855,-37.598,-49.316,-19.043,0.000
1722219717.793,-9.277,-39.551,-46.875,-17.090,0.000
1722219717.797,-17.578,-40.527,-43.945,-29.297,0.000
1722219717.801,-29.785,-44.434,-53.223,-41.992,0.000
1722219717.805,-25.391,-43.457,-50.293,-27.832,0.000
1722219717.809,-10.742,-38.574,-41.504,-18.066,0.000
1722219717.813,-3.906,-33.203,-47.852,-20.508,0.000
1722219717.817,-26.367,-32.715,-50.781,-29.785,0.000
1722219717.821,-28.809,-41.016,-48.340,-29.297,0.000
1722219717.825,-4.395,-39.062,-48.340,-19.531,0.000
1722219717.829,-15.137,-39.551,-52.246,-36.621,0.000
1722219717.832,-22.461,-38.086,-54.199,-46.387,0.000
1722219717.836,-20.996,-34.668,-49.316,-39.551,0.000
1722219717.840,-26.367,-38.086,-53.223,-35.645,0.000
1722219717.844,-22.949,-40.527,-56.152,-43.945,0.000
1722219717.848,-30.762,-43.945,-51.758,-45.410,0.000
1722219717.852,-38.574,-52.246,-48.828,-36.133,0.000
1722219717.856,-40.039,-51.270,-49.805,-40.527,0.000
1722219717.860,-33.203,-38.086,-56.152,-42.969,0.000
1722219717.864,-31.250,-39.062,-53.223,-44.434,0.000
1722219717.868,-40.039,-43.945,-49.316,-46.387,0.000
1722219717.872,-42.480,-40.039,-52.734,-47.363,0.000
1722219717.876,-36.133,-34.180,-51.758,-53.711,0.000
1722219717.879,-32.227,-30.273,-50.293,-61.523,0.000
1722219717.883,-41.504,-32.715,-49.316,-62.988,0.000
1722219717.887,-49.316,-41.504,-51.758,-53.711,0.000
1722219717.891,-41.016,-41.016,-55.176,-55.176,0.000
1722219717.895,-37.598,-35.645,-43.457,-57.617,0.000
1722219717.899,-44.922,-37.109,-45.410,-70.312,0.000
1722219717.903,-49.316,-37.109,-64.453,-75.195,0.000
1722219717.907,-48.340,-40.527,-57.617,-59.082,0.000
1722219717.911,-40.039,-42.480,-45.410,-65.430,0.000
1722219717.915,-53.223,-45.410,-48.828,-70.801,0.000
1722219717.919,-68.359,-41.992,-53.711,-56.152,0.000
1722219717.922,-44.434,-36.621,-52.246,-43.945,0.000
1722219717.926,-33.203,-41.504,-43.945,-52.246,0.000
1722219717.930,-47.852,-49.316,-44.922,-58.594,0.000
1722219717.934,-70.312,-53.223,-43.457,-71.777,0.000
1722219717.938,-67.871,-46.875,-38.574,-68.848,0.000
1722219717.942,-36.133,-48.340,-34.668,-38.574,0.000
1722219717.946,-40.039,-47.852,-32.715,-56.641,0.000
1722219717.950,-55.664,-41.992,-36.133,-78.613,0.000
1722219717.954,-57.129,-39.551,-34.180,-61.035,0.000
1722219717.958,-50.293,-44.434,-48.340,-56.641,0.000
1722219717.962,-42.969,-45.898,-53.711,-64.453,0.000
1722219717.965,-46.387,-48.828,-46.387,-68.359,0.000
1722219717.969,-51.270,-49.805,-43.945,-62.988,0.000
1722219717.973,-43.945,-38.086,-47.852,-46.387,0.000
1722219717.977,-30.273,-37.598,-46.387,-41.992,0.000
1722219717.981,-41.504,-44.922,-49.316,-59.570,0.000
1722219717.985,-60.547,-53.711,-52.734,-63.965,0.000
1722219717.989,-56.152,-59.082,-42.480,-55.176,0.000
1722219717.993,-46.387,-55.664,-41.016,-64.453,0.000
1722219717.997,-56.152,-57.617,-46.875,-84.473,0.000
1722219718.000,-60.059,-55.664,-41.992,-70.312,0.000
1722219718.004,-60.547,-42.969,-35.645,-46.875,0.000
1722219718.008,-52.246,-38.574,-51.270,-48.828,0.000
1722219718.012,-48.828,-39.062,-54.199,-58.594,0.000
1722219718.016,-58.594,-41.504,-37.109,-51.270,0.000
1722219718.020,-60.059,-41.992,-36.621,-33.691,0.000
1722219718.024,-44.434,-39.551,-33.691,-30.273,0.000
1722219718.028,-31.738,-40.527,-31.738,-35.645,0.000
1722219718.032,-38.574,-43.457,-32.715,-48.340,0.000
1722219718.036,-44.922,-42.969,-35.156,-50.293,0.000
1722219718.040,-35.645,-38.086,-56.152,-39.551,0.000
1722219718.043,-23.926,-42.480,-61.035,-38.086,0.000
1722219718.047,-47.852,-45.410,-48.340,-61.035,0.000
1722219718.051,-72.266,-45.898,-44.434,-66.406,0.000
1722219718.055,-78.613,-51.758,-40.039,-65.430,0.000
1722219718.059,-67.871,-54.688,-33.203,-62.012,0.000
1722219718.063,-59.082,-53.223,-32.227,-57.617,0.000
1722219718.067,-62.012,-52.246,-29.785,-62.988,0.000
1722219718.071,-65.430,-45.410,-31.250,-60.547,0.000
1722219718.075,-54.199,-38.086,-35.645,-58.594,0.000
1722219718.079,-44.434,-41.504,-30.762,-61.523,0.000
1722219718.082,-62.012,-39.062,-38.574,-70.801,0.000
1722219718.086,-81.543,-39.062,-52.734,-68.359,0.000
1722219718.090,-67.383,-43.945,-48.828,-50.293,0.000
1722219718.094,-57.129,-54.199,-46.387,-55.176,0.000
1722219718.098,-66.895,-53.223,-44.922,-74.219,0.000
1722219718.102,-79.590,-40.039,-46.387,-73.730,0.000
1722219718.106,-69.824,-35.645,-45.898,-50.293,0.000
1722219718.110,-39.551,-36.133,-39.551,-54.199,0.000
1722219718.114,-46.387,-38.086,-34.668,-75.684,0.000
1722219718.118,-59.570,-39.551,-30.762,-72.266,0.000
1722219718.122,-45.898,-37.109,-33.691,-50.781,0.000
1722219718.125,-30.762,-32.227,-46.387,-42.969,0.000
1722219718.129,-42.480,-33.203,-50.293,-74.707,0.000
1722219718.133,-53.711,-36.133,-42.969,-74.707,0.000
1722219718.137,-47.363,-34.668,-49.316,-45.898,0.000
1722219718.141,-36.133,-37.598,-53.711,-42.480,0.000
1722219718.145,-43.945,-38.574,-48.828,-51.270,0.000
1722219718.149,-53.711,-30.762,-42.480,-61.035,0.000
1722219718.153,-57.129,-24.414,-46.875,-63.965,0.000
1722219718.157,-48.340,-31.250,-46.387,-50.293,0.000
1722219718.161,-36.621,-31.738,-39.062,-52.734,0.000
1722219718.164,-38.574,-32.715,-42.480,-54.199,0.000
1722219718.168,-42.480,-44.434,-41.016,-43.945,0.000
1722219718.172,-37.598,-40.039,-41.504,-39.551,0.000
1722219718.176,-37.598,-37.109,-43.457,-46.387,0.000
1722219718.180,-42.480,-41.504,-40.527,-58.594,0.000
1722219718.184,-44.434,-37.109,-39.062,-54.199,0.000
1722219718.188,-42.480,-39.551,-36.133,-47.852,0.000
1722219718.192,-34.180,-47.852,-36.621,-48.828,0.000
1722219718.196,-38.574,-48.828,-39.062,-55.664,0.000
1722219718.200,-53.223,-43.945,-37.598,-65.918,0.000
1722219718.204,-61.523,-41.504,-42.969,-57.617,0.000
1722219718.207,-57.129,-48.828,-41.992,-58.105,0.000
1722219718.211,-36.133,-52.246,-34.668,-62.012,0.000
1722219718.215,-40.039,-45.898,-33.691,-58.594,0.000
1722219718.219,-58.594,-37.109,-38.574,-71.777,0.000
1722219718.223,-54.688,-41.992,-39.062,-71.777,0.000
1722219718.227,-40.039,-46.387,-33.203,-62.500,0.000
1722219718.231,-54.688,-44.434,-41.504,-79.102,0.000
1722219718.235,-72.266,-45.410,-50.293,-90.332,0.000
1722219718.239,-58.594,-42.480,-48.828,-78.613,0.000
1722219718.243,-36.133,-37.598,-48.340,-66.406,0.000
1722219718.247,-47.363,-37.109,-51.758,-69.336,0.000
1722219718.250,-68.359,-35.156,-50.781,-82.031,0.000
1722219718.254,-65.918,-37.598,-39.551,-71.777,0.000
1722219718.258,-43.457,-41.504,-36.133,-53.711,0.000
1722219718.262,-35.645,-40.039,-37.109,-58.594,0.000
1722219718.266,-61.035,-38.574,-42.480,-76.172,0.000
1722219718.270,-75.684,-42.969,-46.875,-61.035,0.000
1722219718.274,-55.664,-45.410,-44.922,-42.480,0.000
1722219718.278,-53.223,-44.434,-44.922,-72.266,0.000
1722219718.282,-66.895,-45.410,-45.410,-94.238,0.000
1722219718.286,-61.035,-48.340,-36.133,-75.684,0.000
1722219718.290,-48.828,-43.945,-35.156,-58.105,0.000
1722219718.293,-45.410,-41.016,-44.922,-57.129,0.000
1722219718.297,-52.734,-40.039,-40.527,-55.664,0.000
1722219718.301,-64.453,-39.062,-35.156,-47.852,0.000
1722219718.305,-62.500,-44.434,-40.039,-46.387,0.000
1722219718.309,-48.828,-47.363,-42.480,-50.293,0.000
1722219718.313,-54.688,-44.922,-45.410,-68.359,0.000
1722219718.317,-52.246,-42.969,-42.480,-68.848,0.000
1722219718.321,-60.059,-41.992,-35.156,-53.711,0.000
1722219718.325,-66.406,-44.922,-43.945,-70.801,0.000
1722219718.328,-32.715,-55.176,-38.574,-52.734,0.000
1722219718.333,-25.391,-47.852,-27.344,-34.668,0.000
1722219718.336,-54.199,-35.645,-41.504,-59.570,0.000
1722219718.340,-52.246,-31.738,-51.270,-72.266,0.000
1722219718.344,-35.645,-32.715,-47.852,-70.801,0.000
1722219718.348,-36.621,-29.297,-50.781,-64.941,0.000
1722219718.352,-50.293,-30.762,-54.199,-61.523,0.000
1722219718.356,-50.781,-32.227,-59.570,-64.941,0.000
1722219718.360,-35.156,-34.180,-56.641,-66.406,0.000
1722219718.364,-41.992,-44.434,-47.852,-62.500,0.000
1722219718.368,-58.105,-40.039,-52.246,-66.406,0.000
1722219718.371,-65.430,-38.574,-54.688,-70.801,0.000
1722219718.375,-54.199,-37.598,-49.805,-60.547,0.000
1722219718.379,-52.734,-38.574,-50.293,-58.105,0.000
1722219718.383,-63.965,-45.410,-50.781,-67.383,0.000
1722219718.387,-60.059,-43.945,-46.387,-60.059,0.000
1722219718.391,-39.551,-41.016,-45.410,-41.016,0.000
1722219718.395,-32.227,-42.480,-42.969,-43.945,0.000
1722219718.399,-48.828,-43.457,-43.945,-55.664,0.000
1722219718.403,-62.012,-41.504,-48.828,-59.082,0.000
1722219718.407,-42.480,-40.527,-44.434,-45.410,0.000
1722219718.411,-34.180,-39.551,-41.504,-45.898,0.000
1722219718.414,-67.383,-40.527,-55.176,-70.312,0.000
1722219718.418,-76.172,-39.062,-54.199,-71.289,0.000
1722219718.422,-49.805,-32.227,-42.969,-51.270,0.000
1722219718.426,-35.156,-39.062,-49.316,-61.523,0.000
1722219718.430,-44.922,-43.457,-57.129,-78.125,0.000
1722219718.434,-51.758,-37.109,-51.270,-67.871,0.000
1722219718.438,-49.805,-37.598,-39.062,-59.570,0.000
1722219718.442,-42.480,-42.480,-41.504,-55.176,0.000
1722219718.446,-39.551,-43.457,-45.410,-50.293,0.000
1722219718.450,-45.898,-37.109,-43.457,-56.152,0.000
1722219718.454,-56.641,-41.016,-43.457,-50.293,0.000
1722219718.457,-50.293,-46.875,-46.875,-48.828,0.000
1722219718.461,-45.898,-39.062,-47.852,-63.477,0.000
1722219718.465,-55.664,-39.062,-47.363,-74.219,0.000
1722219718.469,-67.383,-49.316,-48.340,-63.965,0.000
1722219718.473,-60.059,-52.246,-54.688,-64.453,0.000
1722219718.477,-42.480,-45.410,-50.293,-71.289,0.000
1722219718.481,-53.711,-34.668,-39.551,-64.941,0.000
1722219718.485,-65.430,-36.621,-42.480,-69.336,0.000
1722219718.489,-59.082,-43.945,-51.758,-62.012,0.000
1722219718.493,-45.898,-42.969,-55.176,-44.922,0.000
1722219718.496,-41.016,-38.086,-42.969,-53.223,0.000
1722219718.500,-53.711,-37.598,-40.527,-56.152,0.000
1722219718.504,-72.754,-45.898,-62.012,-58.105,0.000
1722219718.508,-55.664,-41.992,-57.617,-62.012,0.000
1722219718.512,-51.758,-44.434,-44.922,-67.871,0.000
1722219718.516,-56.641,-44.434,-41.016,-68.848,0.000
1722219718.520,-61.035,-37.109,-41.992,-62.500,0.000
1722219718.524,-47.363,-40.527,-45.410,-52.734,0.000
1722219718.528,-37.109,-40.527,-31.250,-50.781,0.000
1722219718.532,-62.500,-40.527,-29.785,-58.105,0.000
1722219718.536,-70.801,-42.969,-37.598,-60.059,0.000
1722219718.539,-56.641,-43.945,-44.434,-45.410,0.000
1722219718.543,-38.574,-41.504,-46.387,-41.504,0.000
1722219718.547,-45.410,-37.109,-38.086,-70.801,0.000
1722219718.551,-69.336,-39.062,-39.551,-84.961,0.000
1722219718.555,-63.477,-39.062,-43.945,-66.406,0.000
1722219718.559,-39.062,-42.480,-45.898,-62.988,0.000
1722219718.563,-43.457,-47.363,-40.039,-77.637,0.000
1722219718.567,-51.270,-41.504,-38.574,-76.660,0.000
1722219718.571,-41.992,-33.203,-41.992,-47.363,0.000
1722219718.575,-29.297,-36.621,-45.410,-36.133,0.000
1722219718.578,-28.320,-36.133,-39.062,-49.805,0.000
1722219718.582,-39.062,-42.480,-28.809,-63.477,0.000
1722219718.586,-43.457,-50.781,-29.785,-61.035,0.000
1722219718.590,-36.133,-43.457,-35.156,-47.852,0.000
1722219718.594,-36.133,-46.875,-38.574,-54.199,0.000
1722219718.598,-43.945,-46.875,-50.781,-68.359,0.000
1722219718.602,-58.105,-37.109,-49.316,-72.754,0.000
1722219718.606,-56.641,-36.133,-40.039,-61.523,0.000
1722219718.610,-48.828,-43.457,-48.828,-72.266,0.000
1722219718.614,-47.852,-46.875,-44.434,-89.355,0.000
1722219718.618,-57.129,-42.480,-37.598,-82.520,0.000
1722219718.621,-68.359,-43.945,-42.969,-77.148,0.000
1722219718.625,-58.594,-42.480,-47.852,-82.520,0.000
1722219718.629,-54.199,-34.180,-41.016,-86.426,0.000
1722219718.633,-62.012,-34.180,-39.062,-82.031,0.000
1722219718.637,-75.684,-36.133,-45.898,-76.172,0.000
1722219718.641,-63.965,-33.203,-49.316,-60.547,0.000
1722219718.645,-50.293,-32.227,-47.363,-55.664,0.000
1722219718.649,-52.246,-32.227,-42.480,-66.406,0.000
1722219718.653,-65.918,-32.227,-45.898,-62.500,0.000
1722219718.657,-59.570,-36.133,-46.875,-64.453,0.000
1722219718.661,-33.691,-40.527,-43.945,-76.172,0.000
1722219718.664,-31.250,-38.086,-41.016,-74.219,0.000
1722219718.668,-50.781,-33.691,-43.457,-77.148,0.000
1722219718.672,-55.176,-40.039,-47.852,-64.941,0.000
1722219718.676,-32.227,-42.969,-47.363,-53.711,0.000
1722219718.680,-26.367,-29.785,-40.039,-54.199,0.000
1722219718.684,-44.922,-31.738,-41.016,-60.547,0.000
1722219718.688,-52.246,-35.645,-46.875,-58.594,0.000
1722219718.692,-16.602,-35.156,-41.504,-39.551,0.000
1722219718.696,-8.789,-34.180,-35.645,-51.758,0.000
1722219718.700,-41.992,-34.668,-38.086,-82.520,0.000
1722219718.703,-47.363,-35.645,-36.133,-73.242,0.000
1722219718.707,-44.922,-37.109,-44.922,-65.430,0.000
1722219718.711,-54.199,-44.434,-57.129,-82.520,0.000
1722219718.715,-70.801,-43.945,-52.734,-98.145,0.000
1722219718.719,-88.379,-42.480,-47.852,-88.379,0.000
1722219718.723,-82.031,-51.270,-47.363,-76.660,0.000
1722219718.727,-68.359,-53.711,-38.574,-77.637,0.000
1722219718.731,-68.359,-41.504,-37.109,-83.984,0.000
1722219718.735,-78.613,-39.551,-48.828,-81.543,0.000
1722219718.739,-70.801,-43.457,-44.922,-63.477,0.000
1722219718.743,-52.734,-42.480,-39.062,-69.824,0.000
1722219718.746,-53.711,-38.574,-35.645,-89.844,0.000
1722219718.750,-54.199,-34.668,-43.945,-82.031,0.000
1722219718.754,-57.617,-37.109,-45.898,-64.453,0.000
1722219718.758,-45.410,-41.992,-37.109,-52.246,0.000
1722219718.762,-30.762,-45.410,-36.133,-68.848,0.000
1722219718.766,-37.598,-46.875,-35.645,-73.730,0.000
1722219718.770,-41.016,-44.922,-37.109,-52.246,0.000
1722219718.774,-25.879,-46.387,-38.574,-57.129,0.000
1722219718.778,-20.508,-46.875,-44.434,-67.383,0.000
1722219718.782,-37.109,-45.410,-42.480,-58.594,0.000
1722219718.786,-47.363,-44.434,-37.109,-57.617,0.000
1722219718.789,-48.340,-43.945,-36.133,-59.082,0.000
1722219718.793,-37.109,-44.922,-29.785,-52.734,0.000
1722219718.797,-42.480,-43.457,-30.273,-59.570,0.000
1722219718.801,-66.895,-43.457,-38.086,-59.570,0.000
1722219718.805,-68.359,-49.805,-41.992,-50.781,0.000
1722219718.809,-51.270,-49.316,-45.898,-48.828,0.000
1722219718.813,-45.898,-42.480,-40.527,-55.176,0.000
1722219718.817,-48.340,-40.527,-36.621,-57.617,0.000
1722219718.821,-62.500,-44.434,-42.969,-59.570,0.000
1722219718.825,-51.270,-46.387,-42.480,-53.223,0.000
1722219718.829,-39.062,-41.992,-36.133,-45.898,0.000
1722219718.832,-64.453,-40.039,-44.434,-62.500,0.000
1722219718.836,-72.266,-41.504,-49.316,-73.242,0.000
1722219718.840,-54.688,-46.875,-41.016,-55.176,0.000
1722219718.844,-32.227,-48.828,-39.062,-36.621,0.000
1722219718.848,-30.762,-41.992,-40.527,-41.016,0.000
1722219718.852,-52.246,-39.062,-44.922,-57.129,0.000
1722219718.856,-62.988,-44.434,-50.293,-65.918,0.000
1722219718.860,-35.645,-40.039,-57.129,-59.570,0.000
1722219718.864,-20.508,-36.621,-55.176,-45.898,0.000
1722219718.868,-45.410,-43.457,-48.828,-46.387,0.000
1722219718.871,-38.086,-49.316,-52.246,-34.180,0.000
1722219718.875,-10.742,-47.852,-55.176,-29.297,0.000
1722219718.879,-19.043,-39.551,-52.734,-52.246,0.000
1722219718.883,-18.066,-35.645,-50.293,-43.457,0.000
1722219718.887,-10.742,-38.086,-48.340,-17.090,0.000
1722219718.891,-13.184,-39.551,-42.969,-22.461,0.000
1722219718.895,-14.648,-36.621,-42.480,-31.250,0.000
1722219718.899,-10.254,-37.598,-42.969,-32.715,0.000
1722219718.903,-25.879,-41.016,-44.434,-32.715,0.000
1722219718.907,-27.344,-39.062,-44.434,-21.484,0.000
1722219718.911,-10.742,-38.574,-43.457,-21.973,0.000
1722219718.914,-29.785,-40.039,-42.969,-43.457,0.000
1722219718.918,-36.621,-37.109,-38.574,-42.480,0.000
1722219718.922,-25.879,-38.086,-39.062,-31.250,0.000
1722219718.926,-28.320,-37.598,-41.992,-47.363,0.000
1722219718.930,-35.156,-33.691,-37.598,-54.199,0.000
1722219718.934,-46.875,-34.668,-37.109,-51.758,0.000
1722219718.938,-47.852,-36.133,-39.551,-46.875,0.000
1722219718.942,-35.645,-35.645,-41.016,-51.270,0.000
1722219718.946,-30.273,-27.832,-38.574,-52.246,0.000
1722219718.950,-38.574,-22.949,-37.109,-44.922,0.000
1722219718.953,-44.922,-30.273,-42.969,-39.062,0.000
1722219718.957,-36.133,-37.598,-45.898,-32.715,0.000
1722219718.961,-34.668,-38.574,-43.945,-46.387,0.000
1722219718.965,-43.945,-37.109,-41.504,-51.270,0.000
1722219718.969,-61.523,-39.551,-45.898,-57.617,0.000
1722219718.973,-49.805,-41.504,-47.852,-53.711,0.000
1722219718.977,-27.832,-40.527,-40.039,-43.945,0.000
1722219718.981,-37.598,-44.434,-42.969,-61.523,0.000
1722219718.985,-57.129,-43.945,-49.316,-60.547,0.000
1722219718.989,-57.617,-43.457,-41.016,-42.480,0.000
1722219718.993,-50.293,-44.922,-41.016,-51.270,0.000
1722219718.996,-56.152,-41.504,-44.922,-60.059,0.000
1722219719.000,-69.824,-41.016,-45.410,-62.500,0.000
1722219719.004,-77.637,-47.363,-44.434,-59.570,0.000
1722219719.008,-57.617,-46.387,-43.457,-47.363,0.000
1722219719.012,-55.664,-45.898,-51.270,-60.547,0.000
1722219719.016,-77.148,-45.898,-56.152,-76.172,0.000
1722219719.020,-74.707,-42.969,-44.922,-71.289,0.000
1722219719.024,-56.641,-41.016,-43.945,-58.105,0.000
1722219719.028,-59.570,-38.574,-54.199,-59.570,0.000
1722219719.032,-72.754,-43.945,-54.199,-78.613,0.000
1722219719.036,-74.219,-40.527,-46.387,-80.566,0.000
1722219719.039,-58.594,-36.621,-44.922,-57.129,0.000
1722219719.043,-38.086,-41.016,-47.363,-50.781,0.000
1722219719.047,-55.176,-41.992,-54.199,-72.266,0.000
1722219719.051,-71.777,-38.574,-47.363,-74.707,0.000
1722219719.055,-61.523,-38.086,-41.504,-60.059,0.000
1722219719.059,-47.852,-39.062,-48.340,-54.199,0.000
1722219719.063,-50.781,-37.598,-51.270,-64.453,0.000
1722219719.067,-54.199,-39.551,-41.016,-68.848,0.000
1722219719.071,-49.316,-39.551,-41.016,-62.988,0.000
1722219719.075,-43.457,-41.504,-53.223,-68.848,0.000
1722219719.078,-37.598,-40.039,-47.852,-78.613,0.000
1722219719.082,-38.086,-32.227,-42.480,-70.312,0.000
1722219719.086,-45.410,-31.250,-42.969,-58.105,0.000
1722219719.090,-47.363,-35.156,-41.504,-47.363,0.000
1722219719.094,-39.062,-44.434,-36.133,-48.828,0.000
1722219719.098,-49.316,-47.852,-34.668,-70.801,0.000
1722219719.102,-67.871,-46.875,-38.574,-71.777,0.000
1722219719.106,-69.824,-46.387,-41.016,-66.895,0.000
1722219719.110,-51.270,-42.480,-44.434,-74.219,0.000
1722219719.114,-49.805,-44.922,-41.992,-67.871,0.000
1722219719.118,-69.824,-48.828,-41.504,-77.637,0.000
1722219719.121,-69.824,-45.898,-48.340,-73.730,0.000
1722219719.125,-52.734,-43.457,-40.527,-51.758,0.000
1722219719.129,-49.316,-44.922,-39.062,-66.406,0.000
1722219719.133,-60.059,-44.922,-47.852,-77.148,0.000
1722219719.137,-61.523,-42.969,-50.293,-71.777,0.000
1722219719.141,-39.551,-46.875,-42.969,-71.289,0.000
1722219719.145,-41.016,-48.340,-39.551,-78.125,0.000
1722219719.149,-54.688,-41.016,-43.457,-85.449,0.000
1722219719.153,-64.941,-38.086,-42.480,-80.078,0.000
1722219719.157,-59.570,-39.062,-36.133,-55.176,0.000
1722219719.161,-50.781,-42.969,-34.668,-47.363,0.000
1722219719.164,-71.777,-47.363,-46.387,-65.430,0.000
1722219719.168,-83.496,-46.387,-44.434,-68.359,0.000
1722219719.172,-73.242,-41.504,-37.109,-62.988,0.000
1722219719.176,-56.152,-39.062,-41.992,-67.383,0.000
1722219719.180,-57.129,-36.133,-45.410,-78.613,0.000
1722219719.184,-75.195,-41.016,-43.457,-77.637,0.000
1722219719.188,-64.941,-40.039,-39.062,-68.359,0.000
1722219719.192,-49.805,-42.480,-41.504,-64.941,0.000
1722219719.196,-45.898,-48.828,-41.992,-59.082,0.000
1722219719.200,-51.758,-43.945,-37.109,-57.129,0.000
1722219719.204,-62.012,-44.434,-35.156,-50.293,0.000
1722219719.207,-50.293,-41.016,-41.992,-44.922,0.000
1722219719.211,-40.527,-36.621,-43.457,-54.688,0.000
1722219719.215,-49.316,-41.016,-44.922,-62.988,0.000
1722219719.219,-71.289,-41.992,-42.969,-64.453,0.000
1722219719.223,-66.895,-41.992,-46.875,-61.523,0.000
1722219719.227,-49.316,-38.574,-51.270,-63.965,0.000
1722219719.231,-62.500,-42.480,-39.062,-70.801,0.000
1722219719.235,-73.730,-49.316,-42.969,-71.777,0.000
1722219719.239,-73.730,-47.363,-47.852,-61.035,0.000
1722219719.243,-67.871,-44.922,-47.852,-54.688,0.000
1722219719.246,-64.453,-46.875,-43.457,-69.336,0.000
1722219719.250,-71.289,-47.363,-46.875,-84.961,0.000
1722219719.254,-83.496,-39.551,-59.082,-87.402,0.000
1722219719.258,-68.359,-48.828,-44.922,-67.383,0.000
1722219719.262,-39.062,-60.059,-33.203,-40.039,0.000
1722219719.266,-48.828,-41.504,-40.039,-54.688,0.000
1722219719.270,-72.754,-30.762,-49.316,-71.289,0.000
1722219719.274,-60.059,-37.598,-50.781,-62.500,0.000
1722219719.278,-36.133,-35.645,-50.781,-65.918,0.000
1722219719.282,-34.668,-31.738,-57.129,-63.965,0.000
1722219719.286,-35.645,-26.855,-58.105,-42.969,0.000
1722219719.289,-14.160,-23.926,-54.199,-28.320,0.000
1722219719.293,8.301,-19.531,-52.246,-35.645,0.000
1722219719.297,-7.812,-13.672,-58.105,-59.570,0.000
1722219719.301,-18.555,-13.184,-60.547,-61.523,0.000
1722219719.305,-3.906,-9.277,-56.641,-33.691,0.000
1722219719.309,3.906,-9.766,-59.570,-25.391,0.000
1722219719.313,7.812,-12.695,-58.594,-30.762,0.000
1722219719.317,-6.348,-12.695,-63.965,-40.527,0.000
1722219719.321,-5.859,-10.254,-62.988,-44.434,0.000
1722219719.325,12.207,-9.766,-58.594,-31.250,0.000
1722219719.328,1.465,-12.207,-66.406,-48.828,0.000
1722219719.332,-26.855,-14.648,-71.777,-64.941,0.000
1722219719.336,-34.180,-13.672,-65.918,-48.340,0.000
1722219719.340,-9.766,-9.766,-66.895,-33.691,0.000
1722219719.344,-5.859,-9.277,-71.289,-43.457,0.000
1722219719.348,-20.508,-16.602,-71.777,-63.965,0.000
1722219719.352,-25.879,-19.043,-63.477,-47.852,0.000
1722219719.356,-15.625,-18.066,-60.547,-35.645,0.000
1722219719.360,1.465,-23.438,-60.547,-42.480,0.000
1722219719.364,-11.230,-25.391,-61.035,-51.758,0.000
1722219719.368,-18.555,-21.484,-61.523,-58.105,0.000
1722219719.371,-16.113,-27.832,-60.059,-50.293,0.000
