TP9,AF7,AF8,TP10,AUX,Timestamp
-21.97265625,-39.0625,-17.578125,-34.1796875,0.0,1722223974.7547164
38.57421875,-41.015625,-10.25390625,-16.6015625,0.0,1722223974.7606149
-20.01953125,-43.9453125,-9.765625,-43.9453125,0.0,1722223974.7640703
-97.65625,-35.64453125,-15.625,-57.12890625,0.0,1722223974.7675257
-66.89453125,-38.57421875,-23.4375,-41.015625,0.0,1722223974.770981
34.66796875,-45.41015625,-20.5078125,-12.20703125,0.0,1722223974.7744365
10.25390625,-45.41015625,-18.5546875,-22.94921875,0.0,1722223974.7778919
-96.6796875,-42.48046875,-22.4609375,-52.24609375,0.0,1722223974.7813473
-86.42578125,-38.0859375,-23.4375,-40.0390625,0.0,1722223974.7848027
8.7890625,-42.48046875,-25.87890625,-20.5078125,0.0,1722223974.788258
14.6484375,-51.7578125,-43.9453125,-39.0625,0.0,1722223974.7917137
-78.61328125,-49.8046875,-43.45703125,-62.01171875,0.0,1722223974.795169
-98.6328125,-46.38671875,-26.3671875,-62.98828125,0.0,1722223974.7986245
-18.06640625,-51.26953125,-42.48046875,-53.22265625,0.0,1722223974.8044703
26.3671875,-53.22265625,-50.29296875,-38.57421875,0.0,1722223974.807941
-51.26953125,-50.29296875,-34.1796875,-46.38671875,0.0,1722223974.8114119
-92.7734375,-47.36328125,-28.80859375,-56.640625,0.0,1722223974.8148825
-37.59765625,-52.24609375,-41.9921875,-47.8515625,0.0,1722223974.8183532
32.2265625,-53.7109375,-41.50390625,-32.2265625,0.0,1722223974.821824
-4.39453125,-49.31640625,-22.94921875,-43.9453125,0.0,1722223974.8252947
-83.49609375,-43.45703125,-27.34375,-58.59375,0.0,1722223974.8287654
-59.5703125,-47.8515625,-35.15625,-34.66796875,0.0,1722223974.8322363
7.8125,-58.59375,-26.85546875,-26.3671875,0.0,1722223974.835707
-7.8125,-42.96875,-23.4375,-40.0390625,0.0,1722223974.8391776
-87.890625,-29.296875,-31.73828125,-50.78125,0.0,1722223974.8426485
-82.03125,-35.15625,-43.9453125,-47.8515625,0.0,1722223974.8483922
-2.9296875,-41.015625,-45.8984375,-33.69140625,0.0,1722223974.8518765
12.20703125,-37.59765625,-31.73828125,-34.66796875,0.0,1722223974.8553607
-75.1953125,-41.9921875,-19.04296875,-55.6640625,0.0,1722223974.858845
-109.86328125,-45.8984375,-29.78515625,-72.265625,0.0,1722223974.8623292
-34.1796875,-43.9453125,-52.24609375,-54.19921875,0.0,1722223974.8658135
19.53125,-36.62109375,-41.015625,-29.296875,0.0,1722223974.8692977
-72.265625,-38.57421875,-39.0625,-63.4765625,0.0,1722223974.872782
-134.27734375,-51.26953125,-52.24609375,-93.75,0.0,1722223974.8762662
-51.7578125,-44.921875,-47.36328125,-61.5234375,0.0,1722223974.8797505
31.25,-51.26953125,-43.45703125,-25.390625,0.0,1722223974.8832347
2.44140625,-52.734375,-31.73828125,-18.06640625,0.0,1722223974.8867192
-99.609375,-43.9453125,-43.45703125,-66.40625,0.0,1722223974.892697
-88.8671875,-35.15625,-56.15234375,-80.56640625,0.0,1722223974.8961952
9.765625,-39.55078125,-53.7109375,-45.8984375,0.0,1722223974.8996933
0.9765625,-50.78125,-57.12890625,-50.78125,0.0,1722223974.9031913
-92.28515625,-47.36328125,-56.15234375,-82.03125,0.0,1722223974.9066896
-86.42578125,-40.0390625,-63.4765625,-64.94140625,0.0,1722223974.9101877
11.71875,-26.85546875,-60.05859375,-27.34375,0.0,1722223974.9136858
19.53125,-36.1328125,-62.01171875,-39.55078125,0.0,1722223974.9171839
-78.125,-47.8515625,-71.2890625,-63.4765625,0.0,1722223974.920682
-109.86328125,-43.45703125,-67.87109375,-68.359375,0.0,1722223974.92418
-27.83203125,-48.828125,-66.40625,-40.52734375,0.0,1722223974.9276783
26.3671875,-50.78125,-64.94140625,-37.109375,0.0,1722223974.9311764
-50.78125,-45.8984375,-59.08203125,-73.2421875,0.0,1722223974.937084
-115.234375,-42.96875,-61.03515625,-74.70703125,0.0,1722223974.9405947
-61.03515625,-50.29296875,-63.4765625,-45.8984375,0.0,1722223974.9441054
22.94921875,-46.875,-52.734375,-24.90234375,0.0,1722223974.947616
-15.13671875,-40.0390625,-35.15625,-44.43359375,0.0,1722223974.9511266
-119.62890625,-41.9921875,-25.87890625,-73.73046875,0.0,1722223974.9546373
-83.0078125,-48.828125,-34.66796875,-60.546875,0.0,1722223974.958148
19.53125,-52.24609375,-41.015625,-35.15625,0.0,1722223974.9616587
10.25390625,-45.41015625,-37.59765625,-38.0859375,0.0,1722223974.9651694
-72.265625,-43.9453125,-37.109375,-64.94140625,0.0,1722223974.96868
-84.47265625,-47.36328125,-34.1796875,-68.359375,0.0,1722223974.9721906
2.9296875,-39.55078125,-24.4140625,-40.52734375,0.0,1722223974.9757013
42.96875,-31.25,-14.16015625,-34.66796875,0.0,1722223974.983085
-41.015625,-36.62109375,-19.04296875,-58.59375,0.0,1722223974.9866145
-93.75,-41.015625,-34.66796875,-70.80078125,0.0,1722223974.9901443
-10.25390625,-38.0859375,-38.57421875,-40.0390625,0.0,1722223974.9936738
63.96484375,-40.52734375,-34.66796875,-18.06640625,0.0,1722223974.9972036
-10.25390625,-43.9453125,-25.87890625,-46.38671875,0.0,1722223975.0007331
-95.21484375,-51.7578125,-16.11328125,-68.84765625,0.0,1722223975.004263
-52.24609375,-54.19921875,-23.4375,-48.828125,0.0,1722223975.0077925
45.41015625,-40.52734375,-17.578125,-23.92578125,0.0,1722223975.0113223
17.578125,-31.25,-2.44140625,-30.76171875,0.0,1722223975.0148518
-87.890625,-37.109375,-9.27734375,-62.98828125,0.0,1722223975.0183814
-87.40234375,-39.0625,-17.578125,-60.05859375,0.0,1722223975.0219111
-7.8125,-38.57421875,-12.6953125,-34.66796875,0.0,1722223975.029172
-1.46484375,-41.9921875,-11.71875,-36.1328125,0.0,1722223975.032719
-91.796875,-44.921875,-25.87890625,-64.453125,0.0,1722223975.0362659
-99.609375,-44.43359375,-34.66796875,-64.94140625,0.0,1722223975.0398128
-1.46484375,-39.55078125,-33.203125,-35.64453125,0.0,1722223975.0433598
42.48046875,-39.0625,-18.06640625,-29.296875,0.0,1722223975.0469067
-56.15234375,-45.8984375,-18.5546875,-52.24609375,0.0,1722223975.0504537
-106.93359375,-43.9453125,-26.3671875,-66.40625,0.0,1722223975.0540006
-25.390625,-37.59765625,-17.08984375,-33.203125,0.0,1722223975.0575476
40.0390625,-47.8515625,-8.30078125,-15.625,0.0,1722223975.0610945
-21.97265625,-46.38671875,-18.5546875,-51.26953125,0.0,1722223975.0646412
-96.6796875,-37.109375,-23.92578125,-63.4765625,0.0,1722223975.0681882
-54.6875,-38.0859375,-12.20703125,-36.1328125,0.0,1722223975.0752232
32.71484375,-42.96875,-22.94921875,-17.08984375,0.0,1722223975.0787854
12.6953125,-43.9453125,-28.80859375,-33.69140625,0.0,1722223975.0823476
-90.33203125,-38.0859375,-19.53125,-57.12890625,0.0,1722223975.0859098
-81.54296875,-39.55078125,-19.53125,-46.38671875,0.0,1722223975.089472
21.484375,-38.0859375,-16.6015625,-12.6953125,0.0,1722223975.0930343
27.34375,-40.0390625,-14.6484375,-23.92578125,0.0,1722223975.0965965
-65.91796875,-37.109375,0.0,-41.015625,0.0,1722223975.1001587
-83.0078125,-31.73828125,8.30078125,-45.41015625,0.0,1722223975.103721
-13.671875,-39.55078125,-19.53125,-53.7109375,0.0,1722223975.107283
18.06640625,-44.43359375,-27.83203125,-47.36328125,0.0,1722223975.1108453
-49.31640625,-36.1328125,-12.6953125,-60.05859375,0.0,1722223975.1144075
-91.796875,-34.1796875,-19.04296875,-63.96484375,0.0,1722223975.1212478
-41.015625,-41.9921875,-25.390625,-44.43359375,0.0,1722223975.1248236
30.76171875,-41.015625,-14.6484375,-27.34375,0.0,1722223975.1283996
-21.97265625,-45.41015625,-20.01953125,-35.15625,0.0,1722223975.1319754
-105.95703125,-43.9453125,-29.78515625,-44.43359375,0.0,1722223975.1355512
-79.1015625,-48.828125,-19.04296875,-38.57421875,0.0,1722223975.1391273
5.859375,-53.7109375,-14.6484375,-26.85546875,0.0,1722223975.142703
4.39453125,-41.50390625,-13.671875,-28.3203125,0.0,1722223975.1462789
-88.37890625,-43.9453125,-14.16015625,-51.7578125,0.0,1722223975.149855
-83.0078125,-44.921875,-39.55078125,-46.38671875,0.0,1722223975.1534307
15.625,-44.43359375,-39.0625,-11.71875,0.0,1722223975.1570065
47.36328125,-42.48046875,-2.44140625,-10.25390625,0.0,1722223975.1605825
-48.828125,-43.45703125,-9.765625,-48.33984375,0.0,1722223975.1684606
-96.19140625,-52.734375,-29.296875,-66.89453125,0.0,1722223975.1720536
-18.5546875,-47.8515625,-20.5078125,-37.59765625,0.0,1722223975.1756465
46.38671875,-44.921875,-24.4140625,-13.671875,0.0,1722223975.1792395
-22.94921875,-46.38671875,-21.97265625,-37.59765625,0.0,1722223975.1828325
-109.86328125,-46.38671875,-16.6015625,-59.08203125,0.0,1722223975.1864254
-57.6171875,-48.828125,-18.5546875,-38.0859375,0.0,1722223975.1900184
26.85546875,-53.22265625,-18.5546875,-13.671875,0.0,1722223975.1936114
-30.76171875,-62.5,-29.296875,-41.015625,0.0,1722223975.1972044
-129.39453125,-66.89453125,-23.92578125,-80.56640625,0.0,1722223975.2007973
-96.6796875,-60.546875,-18.5546875,-57.6171875,0.0,1722223975.2043903
2.9296875,-57.12890625,-26.3671875,-20.5078125,0.0,1722223975.2079833
-6.34765625,-63.4765625,-28.3203125,-36.62109375,0.0,1722223975.2143407
-97.16796875,-63.4765625,-24.90234375,-61.5234375,0.0,1722223975.2179441
-104.00390625,-64.453125,-30.2734375,-51.7578125,0.0,1722223975.2215476
-21.484375,-65.91796875,-46.38671875,-27.34375,0.0,1722223975.225151
7.32421875,-57.12890625,-38.57421875,-24.90234375,0.0,1722223975.2287545
-79.58984375,-62.01171875,-24.4140625,-43.45703125,0.0,1722223975.232358
-111.81640625,-70.3125,-20.01953125,-33.203125,0.0,1722223975.2359612
-42.48046875,-63.4765625,-29.78515625,-23.92578125,0.0,1722223975.2395647
15.625,-57.12890625,-41.50390625,-32.71484375,0.0,1722223975.243168
-41.50390625,-58.59375,-25.390625,-47.36328125,0.0,1722223975.2467716
-110.83984375,-49.8046875,-12.6953125,-57.6171875,0.0,1722223975.250375
-68.359375,-57.12890625,-29.78515625,-44.921875,0.0,1722223975.2539785
7.32421875,-66.40625,-40.0390625,-31.25,0.0,1722223975.2601216
-18.06640625,-41.9921875,-35.64453125,-30.76171875,0.0,1722223975.2637343
-108.88671875,-37.109375,-46.38671875,-52.24609375,0.0,1722223975.2673469
-116.2109375,-49.8046875,-41.9921875,-60.05859375,0.0,1722223975.2709596
-22.4609375,-48.828125,-25.87890625,-37.59765625,0.0,1722223975.2745721
14.6484375,-50.29296875,-24.90234375,-28.3203125,0.0,1722223975.278185
-81.54296875,-48.828125,-20.5078125,-55.17578125,0.0,1722223975.2817974
-118.1640625,-57.6171875,-25.390625,-67.87109375,0.0,1722223975.2854102
-20.99609375,-65.91796875,-26.85546875,-40.0390625,0.0,1722223975.2890227
34.66796875,-59.5703125,-12.6953125,-28.3203125,0.0,1722223975.2926354
-59.5703125,-58.59375,-22.94921875,-43.45703125,0.0,1722223975.296248
-139.6484375,-70.3125,-39.0625,-66.40625,0.0,1722223975.2998607
-79.58984375,-69.3359375,-43.45703125,-55.6640625,0.0,1722223975.3057241
11.23046875,-51.7578125,-34.66796875,-20.99609375,0.0,1722223975.3093445
-38.0859375,-43.9453125,-38.0859375,-38.57421875,0.0,1722223975.312965
-115.234375,-46.875,-54.19921875,-59.5703125,0.0,1722223975.3165853
-71.2890625,-44.43359375,-41.50390625,-33.69140625,0.0,1722223975.320206
16.11328125,-37.59765625,-25.87890625,-18.5546875,0.0,1722223975.3238263
-2.9296875,-38.57421875,-26.3671875,-35.15625,0.0,1722223975.3274467
-91.30859375,-44.43359375,-34.1796875,-63.4765625,0.0,1722223975.331067
-79.1015625,-43.45703125,-39.0625,-58.10546875,0.0,1722223975.3346877
15.625,-38.0859375,-38.57421875,-25.87890625,0.0,1722223975.338308
33.203125,-36.62109375,-40.0390625,-30.2734375,0.0,1722223975.3419285
-66.89453125,-39.0625,-53.7109375,-62.01171875,0.0,1722223975.3455489
-103.515625,-33.203125,-57.6171875,-63.96484375,0.0,1722223975.3524213
-24.90234375,-33.69140625,-41.015625,-38.0859375,0.0,1722223975.3560526
20.01953125,-34.66796875,-41.50390625,-33.203125,0.0,1722223975.359684
-57.12890625,-35.15625,-36.1328125,-65.91796875,0.0,1722223975.3633153
-101.5625,-35.15625,-20.99609375,-73.2421875,0.0,1722223975.3669465
-50.29296875,-36.62109375,-31.25,-48.828125,0.0,1722223975.3705778
18.06640625,-47.8515625,-42.48046875,-45.41015625,0.0,1722223975.3742092
-23.92578125,-50.29296875,-42.48046875,-61.5234375,0.0,1722223975.3778405
-106.4453125,-45.8984375,-44.921875,-77.63671875,0.0,1722223975.3814716
-65.91796875,-48.828125,-59.5703125,-49.8046875,0.0,1722223975.385103
36.62109375,-57.6171875,-66.89453125,-10.7421875,0.0,1722223975.3887343
10.25390625,-50.29296875,-56.15234375,-41.9921875,0.0,1722223975.3923655
-96.19140625,-36.62109375,-44.921875,-77.1484375,0.0,1722223975.3990216
-78.61328125,-38.57421875,-42.48046875,-56.15234375,0.0,1722223975.4026628
-3.41796875,-47.36328125,-56.15234375,-44.921875,0.0,1722223975.4063036
33.69140625,-45.41015625,-62.5,-20.99609375,0.0,1722223975.4099445
-25.390625,-39.0625,-56.640625,-20.01953125,0.0,1722223975.4135857
-67.87109375,-35.64453125,-59.08203125,-28.3203125,0.0,1722223975.4172266
-17.08984375,-37.59765625,-64.94140625,-17.08984375,0.0,1722223975.4208677
39.55078125,-42.96875,-66.40625,-20.01953125,0.0,1722223975.4245086
-17.08984375,-38.0859375,-58.59375,-25.87890625,0.0,1722223975.4281495
-83.49609375,-35.64453125,-54.6875,-36.62109375,0.0,1722223975.4317906
-49.8046875,-48.33984375,-64.94140625,-41.015625,0.0,1722223975.4354315
34.1796875,-46.875,-72.75390625,-17.578125,0.0,1722223975.4390726
0.48828125,-37.109375,-78.125,-27.83203125,0.0,1722223975.4455297
-105.95703125,-50.29296875,-72.265625,-67.3828125,0.0,1722223975.4491794
-87.40234375,-60.05859375,-58.59375,-59.5703125,0.0,1722223975.4528291
9.765625,-53.22265625,-49.31640625,-24.90234375,0.0,1722223975.4564788
17.578125,-48.828125,-46.875,-29.78515625,0.0,1722223975.4601283
-81.0546875,-42.48046875,-62.98828125,-64.453125,0.0,1722223975.463778
-89.35546875,-42.96875,-67.87109375,-57.12890625,0.0,1722223975.4674277
-1.953125,-44.921875,-53.22265625,-34.1796875,0.0,1722223975.4710774
34.66796875,-34.1796875,-36.1328125,-22.94921875,0.0,1722223975.4747272
-60.05859375,-40.0390625,-42.48046875,-45.41015625,0.0,1722223975.4783769
-121.09375,-57.12890625,-51.7578125,-64.94140625,0.0,1722223975.4820266
-41.50390625,-56.15234375,-39.55078125,-32.71484375,0.0,1722223975.485676
34.1796875,-49.8046875,-34.66796875,-13.18359375,0.0,1722223975.492061
-22.94921875,-52.734375,-36.1328125,-42.96875,0.0,1722223975.4957187
-106.4453125,-48.828125,-38.0859375,-62.01171875,0.0,1722223975.4993765
-60.05859375,-47.8515625,-30.76171875,-34.1796875,0.0,1722223975.5030344
43.45703125,-41.9921875,-22.94921875,-0.48828125,0.0,1722223975.5066922
14.6484375,-37.109375,-36.62109375,-19.04296875,0.0,1722223975.51035
-92.7734375,-41.50390625,-45.41015625,-54.19921875,0.0,1722223975.5140078
-77.63671875,-38.57421875,-27.83203125,-41.9921875,0.0,1722223975.5176656
16.11328125,-39.0625,-28.3203125,-21.484375,0.0,1722223975.5213234
4.8828125,-41.9921875,-38.0859375,-44.921875,0.0,1722223975.5249813
-85.9375,-43.45703125,-32.71484375,-66.40625,0.0,1722223975.528639
-82.03125,-48.828125,-30.2734375,-60.05859375,0.0,1722223975.532297
8.7890625,-48.828125,-20.01953125,-45.41015625,0.0,1722223975.5385227
48.33984375,-50.78125,-30.2734375,-36.62109375,0.0,1722223975.542188
-30.2734375,-57.6171875,-28.3203125,-51.7578125,0.0,1722223975.5458531
-92.7734375,-48.828125,-14.16015625,-69.3359375,0.0,1722223975.5495183
-41.9921875,-42.96875,-22.94921875,-49.31640625,0.0,1722223975.5531836
43.45703125,-41.9921875,-27.83203125,-22.94921875,0.0,1722223975.5568488
-6.34765625,-39.55078125,-19.04296875,-43.9453125,0.0,1722223975.560514
-97.65625,-38.0859375,-8.7890625,-52.734375,0.0,1722223975.5641792
-60.546875,-41.015625,-25.390625,-42.48046875,0.0,1722223975.5678442
28.3203125,-44.921875,-28.80859375,-27.83203125,0.0,1722223975.5715094
12.6953125,-43.9453125,-19.04296875,-33.69140625,0.0,1722223975.5751746
-77.63671875,-39.0625,-29.296875,-52.24609375,0.0,1722223975.5788398
-77.1484375,-45.8984375,-29.78515625,-48.828125,0.0,1722223975.584918
2.44140625,-58.10546875,-16.11328125,-21.97265625,0.0,1722223975.58859
46.875,-56.15234375,-22.4609375,12.6953125,0.0,1722223975.5922618
-34.66796875,-37.109375,-40.52734375,-17.578125,0.0,1722223975.5959337
-101.5625,-29.78515625,-31.25,-64.453125,0.0,1722223975.5996056
-47.8515625,-41.9921875,-21.97265625,-49.31640625,0.0,1722223975.6032774
20.5078125,-38.57421875,-17.578125,-25.390625,0.0,1722223975.6069493
-28.3203125,-26.3671875,-20.5078125,-41.015625,0.0,1722223975.6106215
-110.83984375,-27.34375,-20.5078125,-74.21875,0.0,1722223975.6142933
-58.59375,-30.2734375,-14.16015625,-52.24609375,0.0,1722223975.6179652
28.80859375,-30.76171875,-24.4140625,-31.73828125,0.0,1722223975.621637
-13.671875,-27.83203125,-27.83203125,-59.08203125,0.0,1722223975.625309
-93.26171875,-27.34375,-25.87890625,-69.82421875,0.0,1722223975.6311526
-71.2890625,-26.85546875,-39.0625,-57.12890625,0.0,1722223975.6348302
19.04296875,-28.80859375,-37.109375,-41.9921875,0.0,1722223975.638508
25.87890625,-33.69140625,-27.34375,-48.828125,0.0,1722223975.6421857
-66.40625,-31.73828125,-20.5078125,-62.01171875,0.0,1722223975.6458635
-83.0078125,-28.3203125,-20.5078125,-46.38671875,0.0,1722223975.6495411
10.25390625,-32.71484375,-27.34375,-16.6015625,0.0,1722223975.653219
40.52734375,-31.25,-24.90234375,-17.08984375,0.0,1722223975.6568966
-38.0859375,-23.4375,-21.484375,-50.78125,0.0,1722223975.6605744
-89.35546875,-29.296875,-25.390625,-70.3125,0.0,1722223975.6642523
-29.296875,-41.50390625,-35.15625,-52.734375,0.0,1722223975.66793
32.2265625,-36.1328125,-30.76171875,-39.55078125,0.0,1722223975.6716077
-41.50390625,-37.59765625,-26.85546875,-60.05859375,0.0,1722223975.6772568
-101.5625,-34.1796875,-32.71484375,-67.3828125,0.0,1722223975.6809397
-62.98828125,-29.78515625,-26.3671875,-55.6640625,0.0,1722223975.6846225
12.6953125,-35.15625,-16.6015625,-34.66796875,0.0,1722223975.6883054
0.9765625,-30.76171875,-18.5546875,-28.80859375,0.0,1722223975.6919882
-75.68359375,-30.76171875,-15.625,-43.9453125,0.0,1722223975.695671
-60.546875,-30.76171875,-18.5546875,-44.921875,0.0,1722223975.699354
25.390625,-32.71484375,-31.73828125,-36.1328125,0.0,1722223975.7030368
29.296875,-29.78515625,-31.73828125,-29.78515625,0.0,1722223975.7067196
-60.05859375,-30.2734375,-22.94921875,-46.875,0.0,1722223975.7104025
-85.9375,-38.0859375,-23.92578125,-62.01171875,0.0,1722223975.7140853
-13.671875,-43.9453125,-33.203125,-35.64453125,0.0,1722223975.7177682
38.57421875,-35.64453125,-43.9453125,-18.06640625,0.0,1722223975.724416
-48.33984375,-26.3671875,-41.50390625,-50.78125,0.0,1722223975.7281065
-102.05078125,-35.15625,-34.1796875,-68.84765625,0.0,1722223975.7317967
-13.18359375,-43.45703125,-41.015625,-45.41015625,0.0,1722223975.7354872
39.0625,-41.015625,-39.0625,-30.2734375,0.0,1722223975.7391775
-26.85546875,-42.48046875,-32.71484375,-51.26953125,0.0,1722223975.742868
-83.984375,-49.8046875,-41.50390625,-72.75390625,0.0,1722223975.7465582
